1,1,732.25
2,2,730.21
3,4,713.59
4,9,710.03
5,17,703.52
6,27,702.4
7,34,702.78
8,50,734.34
9,75,723.27
10,91,708.14
1,1,707.7
2,2,703.47
3,4,701.66
4,9,709.36
5,17,738.07
6,27,726.81
7,34,712.3
8,50,705.78
9,75,704
10,90,696.97
1,1,715.46
2,2,742.08
3,4,725.2
4,9,711.07
5,17,704.4
6,27,721.55
7,34,714.22
8,50,713.37
9,75,736.4
10,90,718.96
1,1,714.48
2,2,702.47
3,4,700.02
4,9,698.68
5,17,725.28
6,27,744.01
7,34,727.69
8,50,744.11
9,75,726.83
10,91,712.83
1,1,710.61
2,2,705.83
3,4,701.07
4,9,709.67
5,17,754.32
6,27,641.23
7,34,688.83
8,50,666.48
9,75,611.63
10,91,593.56
