1,1,8634.3
2,19,8924.4
3,90,8830.3
4,242,8552.1
5,489,8782.6
6,843,8789.5
7,1287,8721.9
8,1823,8647.2
9,2469,8526
10,3165,8359.2
1,1,8506.1
2,19,8575.5
3,90,8156
4,242,8679.4
5,489,8461.2
6,842,8367.1
7,1287,8271.4
8,1820,8001.7
9,2462,7965.8
10,3168,7955.7
