1,1,0.14625
2,4,0.14971
3,5,0.14931
4,5,0.1712
5,5,0.15191
6,5,0.1343
7,5,0.13813
8,5,0.13903
9,5,0.13319
10,5,0.13951
1,1,0.11234
2,4,0.11645
3,5,0.12642
4,5,0.12486
5,5,0.1174
6,5,0.15106
7,5,0.14559
8,5,0.12872
9,5,0.12108
10,5,0.12373
1,1,0.10623
2,4,0.11645
3,5,0.14236
4,5,0.13741
5,5,0.1323
6,5,0.12974
7,5,0.15151
8,5,0.19584
9,5,0.13841
10,5,0.13884
1,1,0.13293
2,4,0.28238
3,5,0.16781
4,5,0.22221
5,5,0.16811
6,5,0.1476
7,5,0.13615
8,5,0.14959
9,5,0.14161
10,5,0.15567
1,1,0.13075
2,4,0.13747
3,5,0.1378
4,5,0.15754
5,5,0.15639
6,5,0.1539
7,5,0.16142
8,5,0.14964
9,5,0.15516
10,5,0.14125
