BC3
1, 2750.512371, 1, 3102.841780
2, 3076.531564, 2, 3078.781304
4, 3089.546060, 4, 3092.324553
8, 2742.046018, 8, 2554.244817
15, 2583.588711, 15, 2570.839631
23, 2638.551304, 23, 2871.075055
30, 3098.899076, 30, 2901.641423
45, 2826.628207, 44, 2639.042258
68, 2926.592605, 68, 2727.463883
82, 2759.724767, 83, 2811.691311
