
1, 1750.020611, 1, 1738.347707
2, 2398.792020, 2, 2067.247673
4, 1743.440068, 4, 2426.968119
8, 1885.647988, 8, 1837.061841
15, 2044.441879, 16, 2343.019087
25, 1743.652225, 26, 1741.770149
33, 1736.016708, 32, 1787.860281
49, 1851.185309, 51, 1881.547058
73, 2038.295768, 72, 1860.724604
87, 2336.802930, 87, 2268.268088
