1,1,1636.8
2,2,1782.5
3,3,1862.4
4,7,1968.3
5,9,2004.1
6,12,2083.3
7,16,2144.3
8,22,2190.9
9,26,2236.8
10,27,2299
1,1,1679.7
2,2,1831.3
3,3,1913.9
4,7,2026.8
5,9,2050.1
6,12,2142.2
7,16,2199.3
8,22,2251.2
9,26,2306
10,27,2394.5
1,1,1532
2,2,1719.2
3,3,1836.7
4,7,1948.4
5,9,2010.3
6,12,2107.7
7,16,2164.1
8,22,2215.9
9,26,2265
10,27,2282.6
1,1,1563.4
2,2,1771.2
3,3,1865.1
4,7,1953.7
5,9,2012.5
6,12,2103.1
7,16,2163.5
8,22,2209.8
9,26,2272.7
10,27,2293.1
1,1,1552.9
2,2,1772.6
3,3,1863.6
4,7,1947.6
5,9,2002.8
6,12,2102.8
7,16,2160.3
8,22,2204.9
9,26,2268.2
10,27,2323.4
