2936,15033,2930,16198,15189,4890,2282,4515,15032,4378,15488,4518,14143,2014,58143,959,2367,2777,588,996
2930,2938,1598,2014,2282,3709,4890,16087,2940,4518,3970,4551,4515,58143,588,996,1290,2367,2777,2,959
4378,4518,16176,16177,2938,15488,15189,14570,4384,2930,4890,2940,16198,14406,14143,4515,1448,2082,588,1290,996
