996,340,2082,4612,1010,811,1104,1192,1858,2802,2930,4847,4518,2940,15508,15032,4507,5026,2014,15488,4384,4341,1598,14570,4378,3709,16175,16198,4737,4890,4531,3923
996,340,2082,4612,1010,811,1104,1192,1858,2802,2930,4518,4847,2940,16179,4384,14143,5026,5933,4890,16175,4341,3709,4378,2282,4507,2014,3991,3970,6751,15032,4551
996,340,2082,4612,1010,811,1104,1192,1858,2802,4847,2930,4518,2940,4737,4507,14570,5026,4890,3923,2938,4341,2014,4515,3991,15189,1598,4378,4384,15488,16198,16179
996,340,2082,4612,1010,811,1104,1192,1858,2802,4847,2930,4518,2940,4507,9787,3991,3709,4551,4515,4341,5933,6751,4384,14570,16179,4378,14143,5026,14406,3970,2938
