4384,3709,4378,2940,15032,4518,4890,16175,2930,2082,1290,588
4384,3709,2940,4378,15032,4518,4890,16175,2930,1010,1290,588
3709,4384,15032,2940,4518,4378,16175,4890,2930,308,1290,996
