2936,15033,2938,9787,58143,16087,2930,15189,4518,4515,1089,8,588,959,996,1290
9787,2938,4515,4518,16177,4384,2930,4378,15189,2940,13,588,959,996,1290
16175,4518,16176,2940,4384,3709,2930,16087,2938,4890,1192,1658,588,1290,996
