996,340,2082,4612,1010,811,1104,1192,1858,2930,4518,2940,4551,15189,16169,9787,16087,2014,6967,16175,15488,14570,2938,4384,4737,1598
996,340,2082,4612,1010,811,1104,1192,1858,4518,2930,2940,4378,4551,14570,15032,16169,5026,5933,14406,15488,3709,16175,4890,14143,58143
996,340,2082,4612,1010,811,1104,1192,1858,4518,2930,2940,4551,58143,5026,15488,14143,4890,4737,16169,15189,15032,4515,4378,14406,2282
996,340,2082,4612,1010,811,1104,1192,1858,4518,2930,2940,4384,14143,16198,6967,15032,14570,4507,4378,5933,3709,16175,9787,2014,3970
