4384,3709,2930,15032,4551,2940,4378,4518,2014,14143,16175,4890,14570,3970,2023,1290,588
3709,4384,2930,15032,4378,4518,14143,4551,2940,2014,4890,16175,14570,3970,2197,1290,588
3709,4384,2930,2014,15032,4518,4551,14143,4378,2940,4890,16175,14570,3970,2197,1290,588
